OrderCount,TotalSales,AvgOrderValue,centroid,error
-1.0,0.9962764719571794,1.0,1,2.917370901187308
0.6146148475680707,0.8417500581801257,0.8091691878054457,0,0.013436812177317264
0.33116127530835465,0.5587619269257622,0.5368861996741913,0,0.0066821169228062525
-0.9995345589946474,0.5452641377705376,0.9720735396788457,1,0.8326894378747175
-0.9990691179892949,-0.42285315336281126,0.1915289737025832,1,0.20192678125777275
0.7561089131952525,0.6890854084244822,0.09797533162671632,0,0.038227915532154315
-0.9986036769839423,-0.9450779613683965,-0.9069117989294857,3,0.18705595527769447
-0.9981382359785897,0.2939259948801489,0.931580172213172,1,0.3856530835027165
-0.9976727949732371,-0.22317896206655807,0.5606236909471725,1,0.08386970890876086
0.09145915755178032,0.732836862927624,0.8994647428438446,0,0.15714960636695727
-0.9972073539678846,0.9129625319990691,0.9986036769839423,1,2.3458803424814425
-0.996741912962532,-0.1915289737025832,0.6039097044449616,1,0.08481174815069063
0.3316267163137072,0.9157551780311846,0.9660228066092623,0,0.10473753426193326
0.09192459855713288,0.7123574586921108,0.8878287177100302,0,0.14885184435581644
-0.9962764719571794,-0.7179427507563416,-0.4484524086572027,3,0.10139333039773413
0.8012566907144519,0.8687456364905748,0.6648824761461485,0,0.011024022759537141
-0.2836862927623924,-0.11380032580870375,-0.06446357924133116,1,0.10030344321361494
0.09239003956248545,0.24598557132883406,0.19106353269723061,2,0.19021453927217152
-0.2832208517570398,-0.017454037700721434,0.13195252501745403,1,0.023291101316871135
0.33209215731905983,0.8031184547358622,0.8873632767046776,0,0.048436589529650145
-0.2827554107516872,0.5820339771933908,0.9027228298813126,1,0.4572374102598839
0.09285548056783803,0.3860833139399581,0.502443565278101,0,0.11097051353964524
-0.9958110309518269,-0.36560390970444495,0.3055620200139632,1,0.13109655921604363
-0.9953455899464743,0.07982313241796603,0.8361647661158949,1,0.17936607086546058
-0.28228996974633463,-0.22690249010937863,-0.25063998138235977,3,0.16145803085136332
-0.28182452874098207,0.508959739353037,0.8696765185012799,1,0.31043326308224495
-0.9948801489411218,0.8380265301373051,0.9944147079357691,1,1.9095577510356905
-0.2813590877356295,0.15801722131719806,0.4875494531068187,1,0.00999535694645866
0.3325575983244124,0.7188736327670467,0.8101000698161508,0,0.02421209364867791
0.33302303932976496,0.528508261577845,0.48336048405864557,0,0.007981244835632114
0.5084942983476844,0.5722597160809867,0.32138701419595067,0,0.002867124663834012
-0.28089364673027695,-0.08261577845008146,-0.006283453572259716,1,0.06718144540721939
-0.2804282057249244,-0.3027693739818478,-0.38561787293460553,3,0.06467967772872196
0.6150802885734233,0.7272515708633931,0.5713288340702816,0,4.692500370494625e-05
-0.9944147079357691,-0.1161275308354666,0.7002559925529439,1,0.09911507122123987
-0.9939492669304165,-0.2208517570397952,0.5643472189899931,1,0.08176265940800631
0.3334884803351175,0.49360018617640217,0.404700954154061,0,0.012403999072006316
-0.2799627647195718,0.38003258087037467,0.7775191994414707,1,0.1266265874251425
0.8752618105655108,0.7542471491738422,-0.14451943216197347,0,0.26056686628977893
-0.2794973237142192,0.6769839422853153,0.9441470793576914,1,0.7232764906405258
-0.993483825925064,0.5108215033744473,0.96741912962532,1,0.7393929522058758
0.3339539213404701,0.3078892250407261,-0.06027461019315802,2,0.018105680568287416
-0.9930183849197114,-0.9497323714219222,-0.9162206190365371,3,0.18851405741821645
-0.9925529439143589,-0.6388177798464044,-0.26413777053758436,3,0.1722719250166629
-0.9920875029090063,-0.26134512450546893,0.4922038631603444,1,0.08244965724429451
-0.9916220619036538,0.5345589946474284,0.9711426576681406,1,0.792686404705887
-0.27903188270886664,0.7933441936234582,0.9702117756574354,0,0.9300434210433574
0.508959739353037,0.5336281126367233,0.2208517570397952,0,0.012375961469134509
0.5094251803583896,0.7416802420293228,0.7244589248312776,0,0.0031218425592097272
0.0933209215731906,0.9622992785664417,0.9925529439143589,0,0.29851169759747637
-0.2785664417035141,0.03886432394693973,0.24133116127530835,1,0.0110636010616494
0.09378636257854317,0.3595531766348615,0.43774726553409354,0,0.12509156060990445
0.09425180358389575,0.09285548056783803,-0.1407959041191529,2,0.025870637726116877
0.09471724458924831,-0.10449150570165232,-0.460088433791017,2,0.028997188894344852
0.9604375145450315,0.9981382359785897,0.9981382359785897,0,0.23141512403836945
0.756574354200605,0.7789155224575285,0.44100535257156154,0,0.0017677606920356863
-0.9911566208983011,0.01698859669536886,0.7993949266930417,1,0.1421009952851602
-0.9906911798929485,-0.06492902024668373,0.7454037700721433,1,0.11135913563494991
0.33441936234582265,0.12962531999069118,-0.38235978589713754,2,5.60748385335896e-05
0.09518268559460089,0.12683267395857575,-0.09099371654642774,2,0.03388217817815087
0.694670700488713,0.5140795904119153,-0.2161973469862695,2,0.05977036971298083
-0.2781010006981615,0.5466604607865952,0.8855015126832674,1,0.38153065242112283
-0.990225738887596,0.10728415173376775,0.8547824063299977,1,0.19555131732504163
-0.9897602978822434,-0.08540842448219688,0.7291133348848033,1,0.10469202921742712
0.09564812659995346,0.14172678612985803,-0.06818710728415174,2,0.038847646861536335
0.8017221317198046,0.9422853153362811,0.8868978356993251,0,0.06604991779761746
0.33488480335117526,0.8217360949499651,0.8999301838491971,0,0.054213421208132814
-0.9892948568768909,-0.5801722131719804,-0.12869443797998603,3,0.2883220589980236
0.9194787060740052,0.9171515010472423,0.5019781242727485,0,0.026999701485435294
0.5098906213637422,0.882708866651152,0.9148242960204794,0,0.04363795352503186
0.5103560623690947,0.9599720735396788,0.9832441238073074,0,0.0927660628809983
-0.27763555969280895,0.12822899697463347,0.42192227135210614,1,0.007885379959117094
-0.2771701186874564,0.9390272282988131,0.9939492669304165,0,1.0678420680841543
-0.9888294158715383,-0.16080986734931346,0.6448685129159879,1,0.08459948302104567
0.9367000232720503,0.8720037235280428,-0.046776821037933444,0,0.21249403498633387
-0.2767046776821038,0.7421456830346753,0.9590411915289737,0,0.8888634543442329
-0.9883639748661857,-0.7509890621363742,-0.5303700255992553,3,0.08461942842089792
0.5108215033744473,0.8803816616243891,0.9124970909937166,0,0.042434745640633396
-0.9878985338608332,-0.8505934372818246,-0.7374912729811497,3,0.09977249655550031
-0.9874330928554805,0.2455201303234815,0.9134279730044217,1,0.3132856894773255
-0.986967651850128,-0.20363043984175005,0.593670002327205,1,0.0791982404877002
-0.9865022108447754,-0.23621131021643008,0.5387479636956016,1,0.07746421962130955
0.3353502443565278,0.8412846171747731,0.9166860600418897,0,0.0632334080259219
-0.2762392366767512,-0.6983942285315337,-0.8789853386083314,3,0.010769165945703721
0.5112869443797998,0.9488014894112171,0.9757970677216663,0,0.08502626676598114
-0.27577379567139865,-0.2552943914358855,-0.31347451710495694,3,0.1125940575361658
-0.9860367698394229,0.05282755410751687,0.8184780079124971,1,0.15471415791714263
-0.9855713288340703,0.8012566907144519,0.9916220619036538,1,1.6992554925577927
0.6155457295787758,0.6825692343495462,0.4465906446357924,0,2.217614177465998e-05
0.09611356760530602,0.7700721433558296,0.9259948801489412,0,0.17448906311770385
0.6951361414940657,0.6695368861996742,0.2045613218524552,0,0.010677411853040915
-0.2753083546660461,0.21898999301838493,0.5880847102629742,1,0.022824389073663767
-0.2748429136606935,0.14358855015126834,0.45217593670002326,1,0.00908101812138627
-0.27437747265534096,0.34465906446357925,0.7398184780079125,1,0.09266003640841936
0.3358156853618804,0.40842448219688154,0.1994414707935769,0,0.05505767082748122
0.7570397952059577,0.35303700255992554,-0.6513846869909239,2,0.057816827039857674
-0.27391203164998834,0.07935769141261345,0.32464510123341866,1,0.00794065322201356
-0.2734465906446358,0.0686525482895043,0.3060274610193158,1,0.00834850046620979
0.9809169187805445,0.9795205957644868,0.7519199441470794,0,0.09188191812347682
0.6956015824994182,0.9180823830579474,0.9003956248545497,0,0.04853737228482815
0.5117523853851524,0.8319757970677216,0.8599022573888759,0,0.02253909840231073
0.9436816383523389,0.9334419362345823,0.440539911566209,0,0.03715148784031184
-0.9851058878287177,0.06585990225738887,0.8268559460088434,1,0.16168651169420012
0.850127996276472,0.9241331161275308,0.7635559692808936,0,0.037189658652418085
0.6160111705841285,0.9697463346520828,0.9841750058180125,0,0.09442229526527245
-0.9846404468233652,-0.14358855015126834,0.6737258552478473,1,0.08747214158160023
0.33628112636723295,0.7798464044682336,0.8710728415173377,0,0.04054538095644185
0.8291831510356062,0.8985338608331394,0.7090993716546428,0,0.021188283653621156
0.7575052362113102,0.6872236444030719,0.0835466604607866,0,0.043242984904303026
0.6164766115894811,0.8636257854316965,0.8440772632068885,0,0.021158963018120622
0.0965790086106586,0.38654875494531066,0.5033744472888061,0,0.10838796735241912
-0.9841750058180125,-0.4214568303467536,0.19339073772399348,1,0.18702445482562283
0.8021875727251571,0.8789853386083314,0.701186874563649,0,0.014907207930492997
-0.98370956481266,-0.22271352106120548,0.5634163369792878,1,0.07620894763539521
-0.2729811496392832,-0.5713288340702816,-0.7454037700721433,3,0.005268657920363851
-0.27251570863393065,-0.25157086339306495,-0.3032348149872004,3,0.1200089511987447
0.6960670235047708,0.36746567372585526,-0.5052362113102165,2,0.022218773174627313
-0.9832441238073074,0.26925762159646266,0.9227367931114732,1,0.3364608296328397
0.09704444961601118,-0.3013730509657901,-0.7323714219222713,2,0.17954147155295777
0.8505934372818246,0.8505934372818246,0.3777053758436118,0,0.012776281418167808
